Onshore turbines,Offshore trubines fixed,Utility scale PV,"Biogas, Basic plant, large",CCS
0.0,98662.01063453367,0.0,0.0,0.0
0.0,96383.81724158092,0.0,0.0,0.0
0.0,94431.58726222157,0.0,0.0,0.0
0.0,92964.410506609,0.0,0.0,0.0
0.0,93114.54212659415,0.0,0.0,0.0
0.0,94712.67779030727,0.0,0.0,0.0
0.0,96216.61589947632,0.0,0.0,0.0
0.0,95855.66638342687,0.0,0.0,0.0
0.0,97575.39309174138,0.0,0.0,0.0
0.0,98572.53797907225,0.0,0.0,0.0
0.0,99735.32744985045,0.0,0.0,0.0
0.0,99523.00741823965,112.38656215629608,0.0,0.0
0.0,98408.47746583763,218.16215006810415,0.0,0.0
0.0,96104.96626103728,244.60604704605615,0.0,0.0
0.0,93509.82226777026,234.68958567932413,0.0,0.0
0.0,89683.85571924568,181.8017917234201,0.0,0.0
0.0,85883.64396745496,95.85912654507607,0.0,0.0
0.0,81164.48031141823,23.138409855708016,0.0,0.0
0.0,77693.67322920018,0.0,0.0,0.0
0.0,75586.04049966515,0.0,0.0,0.0
0.0,73803.60646017257,0.0,0.0,0.0
0.0,72455.89044784088,0.0,0.0,0.0
0.0,70222.9249906159,0.0,0.0,0.0
0.0,66674.82620664088,0.0,0.0,0.0
0.0,62433.423589061524,0.0,0.0,0.0
0.0,58850.4752604074,0.0,0.0,0.0
0.0,54882.46131229345,0.0,0.0,0.0
0.0,53244.64195859699,0.0,0.0,0.0
0.0,54222.58682248788,0.0,0.0,0.0
0.0,56148.57039711637,0.0,0.0,0.0
0.0,59304.61180345144,0.0,0.0,0.0
0.0,62461.2540640051,0.0,0.0,0.0
0.0,63278.96203241613,0.0,0.0,0.0
0.0,64134.22338948997,0.0,0.0,0.0
0.0,65082.535215781456,0.0,0.0,0.0
0.0,66902.52264393689,46.27681971141603,0.0,0.0
0.0,68928.02952641073,135.5249720120041,0.0,0.0
0.0,71856.70223411446,251.21702129054415,0.0,0.0
0.0,75773.75281986852,307.41030236869216,0.0,0.0
0.0,78775.86630001904,224.77312431259216,0.0,0.0
0.0,81726.52480981268,99.16461366732005,0.0,0.0
0.0,86586.04254900455,13.221948488976007,0.0,0.0
0.0,92028.25232246656,0.0,0.0,0.0
0.0,97294.24794054488,0.0,0.0,0.0
0.0,100525.61461664875,0.0,0.0,0.0
0.0,100705.59776667644,0.0,0.0,0.0
0.0,99344.03479576144,0.0,0.0,0.0
0.0,96852.0192356514,0.0,0.0,0.0
0.0,94130.75047958805,0.0,0.0,0.0
0.0,94885.91498615334,0.0,0.0,0.0
0.0,94099.69724110831,0.0,0.0,0.0
0.0,95752.40139249292,0.0,0.0,0.0
0.0,97533.0874924405,0.0,0.0,0.0
0.0,96560.87805518175,0.0,0.0,0.0
0.0,93482.64727015607,0.0,0.0,0.0
0.0,88028.5296585435,0.0,0.0,0.0
0.0,81684.19189895643,0.0,0.0,0.0
0.0,75163.91309953955,0.0,0.0,0.0
0.0,69546.4996982433,0.0,0.0,0.0
0.0,66410.36841578837,23.138409855708016,0.0,0.0
0.0,65566.05899242638,39.665845466928026,0.0,0.0
0.0,63985.12960860968,72.72071668936803,0.0,0.0
0.0,62077.11703742858,122.30302352302807,0.0,0.0
0.0,62507.847577502405,109.08107503405208,0.0,0.0
0.0,61787.150253840766,49.58230683366003,0.0,0.0
0.0,61897.62549539796,6.610974244488004,0.0,0.0
0.0,66315.40613769335,0.0,0.0,0.0
0.0,72981.88369311905,0.0,0.0,0.0
0.0,79266.1906539564,0.0,0.0,0.0
0.0,84677.70223915875,0.0,0.0,0.0
0.0,88343.86887708971,0.0,0.0,0.0
0.0,90114.17658598865,0.0,0.0,0.0
0.0,91311.29668189351,0.0,0.0,0.0
0.0,92348.97191742483,0.0,0.0,0.0
0.0,92254.85629754695,0.0,0.0,0.0
0.0,90879.91066449028,0.0,0.0,0.0
0.0,89004.2622864477,0.0,0.0,0.0
0.0,87765.98367656837,0.0,0.0,0.0
0.0,85419.97569157941,0.0,0.0,0.0
0.0,81481.51284639868,0.0,0.0,0.0
0.0,77532.28924839388,0.0,0.0,0.0
0.0,71280.23723447346,0.0,0.0,0.0
0.0,68030.13483137128,0.0,0.0,0.0
0.0,63986.93217126549,29.749384100196014,0.0,0.0
0.0,61022.83637621943,112.38656215629608,0.0,0.0
0.0,58213.81559268431,208.24568870137213,0.0,0.0
0.0,56370.47678466946,234.68958567932413,0.0,0.0
0.0,53479.87638518097,185.10727884566413,0.0,0.0
0.0,50067.87108172005,109.08107503405208,0.0,0.0
0.0,47550.31921731928,29.749384100196014,0.0,0.0
0.0,46524.797623937004,0.0,0.0,0.0
0.0,45866.75300834264,0.0,0.0,0.0
0.0,45118.93531017758,0.0,0.0,0.0
0.0,44685.74673011855,0.0,0.0,0.0
0.0,43334.999135138474,0.0,0.0,0.0
0.0,40230.03033738486,0.0,0.0,0.0
0.0,36793.58119184884,0.0,0.0,0.0
0.0,35441.38608443304,0.0,0.0,0.0
0.0,34570.44789456467,0.0,0.0,0.0
0.0,33334.490766893585,0.0,0.0,0.0
0.0,32872.078822566036,0.0,0.0,0.0
0.0,33683.01352524004,0.0,0.0,0.0
0.0,34956.44210690779,0.0,0.0,0.0
0.0,36112.54024661514,0.0,0.0,0.0
0.0,36332.97181017712,0.0,0.0,0.0
0.0,35557.62406417776,0.0,0.0,0.0
0.0,34226.62272374549,6.610974244488004,0.0,0.0
0.0,31905.795992827163,142.13594625649208,0.0,0.0
0.0,29931.88063848722,376.82553193581623,0.0,0.0
0.0,28344.778843152126,641.2645017153365,0.0,0.0
0.0,27607.23028981413,700.7632699157284,0.0,0.0
0.0,28190.195439638217,565.2382979037244,0.0,0.0
0.0,29094.836088859265,310.7157894909362,0.0,0.0
0.0,31341.238831336712,62.80425532263604,0.0,0.0
0.0,33942.00900501432,0.0,0.0,0.0
0.0,34707.74308351597,0.0,0.0,0.0
0.0,33365.16164359784,0.0,0.0,0.0
0.0,29346.812498898013,0.0,0.0,0.0
0.0,25057.61465938415,0.0,0.0,0.0
0.0,21158.043469080425,0.0,0.0,0.0
0.0,17466.996004188128,0.0,0.0,0.0
0.0,14657.073939325099,0.0,0.0,0.0
0.0,13156.686332356907,0.0,0.0,0.0
0.0,12548.184878242097,0.0,0.0,0.0
0.0,11860.780340602252,0.0,0.0,0.0
0.0,10550.699651599592,0.0,0.0,0.0
0.0,9190.092585123302,0.0,0.0,0.0
